filename	sample_ID	accession	study	biosample_accession	total_reads	total_bp	total_Gbp	min	max	mean	quartile_25	quartile_50	quartile_75	N25	N50	N75	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	data_type	shear_method	shear_method_notes	size_selection	size_selection_notes	ccs_algorithm	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	notes
s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211105_181124-bc1001.5mc.hifi_reads.bam	HG01261	SRR23732278	SRP305758	SAMN33621946	1438147	30182743796	30.18	986	58704	20987	18104	19655	22562	18395	20237	24263	HG01261_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211107_050725-bc1001.5mc.hifi_reads.bam	HG01261	SRR23732278	SRP305758	SAMN33621946	1514497	32158315632	32.16	170	64761	21233	18194	19824	23063	18510	20474	24807	HG01261_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211108_160613-bc1001.5mc.hifi_reads.bam	HG01261	SRR23732278	SRP305758	SAMN33621946	1544394	32544026126	32.54	204	65223	21072	18129	19707	22728	18429	20313	24465	HG01261_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m54329U_210624_221223.hifi_reads.bam	HG01346	SRR18158609	SRP305758	SAMN26267379	1971103	36295801919	36.3	86	58600	18413	15656	17669	20534	16112	18422	21555	HG01346.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m54329U_210629_024631.hifi_reads.bam	HG01346	SRR18158609	SRP305758	SAMN26267379	1969921	36156051049	36.16	86	65910	18354	15619	17606	20451	16066	18348	21458	HG01346.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210526_105450.hifi_reads.bam	HG01346	SRR18158604	SRP305758	SAMN26267379	1059488	19327631225	19.33	85	40848	18242	15827	18353	19870	16260	18707	20196	HG01346_f345	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 19kb fractionated gDNA	unaligned reads	Megaruptor 3		SageELF		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m64076_210621_234241.hifi_reads.bam	HG01346	SRR18158609	SRP305758	SAMN26267379	1807614	35233616251	35.23	85	54400	19491	16500	18914	21989	17106	19771	22965	HG01346.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200201_051547.ccs.bam	HG01358	SRR13684283	SRP305758	SAMN17861234	1610516	30068543676	30.07	47	50034	18670	16676	18344	20318	17038	18766	20859	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 1	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200203_181219.ccs.bam	HG01358	SRR13684283	SRP305758	SAMN17861234	1779397	32630636515	32.63	44	49139	18338	16407	18053	19983	16771	18467	20512	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 1	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200206_215943.ccs.bam	HG01358	SRR13684283	SRP305758	SAMN17861234	1551959	28270120144	28.27	47	49875	18215	16308	17946	19862	16675	18363	20389	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 1	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m64076_200208_041234.ccs.bam	HG01358	SRR13684283	SRP305758	SAMN17861234	1422399	26036028477	26.04	47	45703	18304	16388	18026	19934	16749	18432	20451	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 1	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200306_185930.ccs.bam	HG01361	SRR13684282	SRP305758	SAMN17861235	1662447	33289500589	33.29	46	49882	20024	17940	19628	21705	18270	20039	22241	HG01361.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200308_194417.ccs.bam	HG01361	SRR13684282	SRP305758	SAMN17861235	1670892	33241454353	33.24	48	49129	19894	17820	19497	21563	18151	19909	22098	HG01361.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200310_015838.ccs.bam	HG01361	SRR13684282	SRP305758	SAMN17861235	1411365	28418733743	28.42	46	50060	20135	18019	19727	21843	18356	20151	22393	HG01361.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m54329U_200311_082605.ccs.bam	HG01361	SRR13684282	SRP305758	SAMN17861235	1408346	28284738371	28.28	46	49988	20083	17979	19679	21780	18312	20101	22328	HG01361.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi_Swap_Fixed/m64076_200221_234426.ccs.bam	HG01361	SRR13684281	SRP305758	SAMN17861235	352516	6760635369	6.76	45	42847	19178	18750	19745	20615	18952	19881	20718	HG01361.HiFiEx_f6	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	10-40 kb protocol, fraction 6	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m64136_210604_175856.hifi_reads.bam	HG01433	SRR18189642	SRP305758	SAMN26237496	1522531	33371252434	33.37	551	62574	21918	18516	20897	24604	19050	21927	25849	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m64136_210606_025622.hifi_reads.bam	HG01433	SRR18189642	SRP305758	SAMN26237496	1115383	24912537616	24.91	86	57595	22335	18792	21399	25166	19394	22509	26396	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m64136_210607_115559.hifi_reads.bam	HG01433	SRR18189642	SRP305758	SAMN26237496	1406824	31122861165	31.12	495	58871	22122	18654	21131	24872	19214	22200	26119	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m64136_210610_203618.hifi_reads.bam	HG01433	SRR18189642	SRP305758	SAMN26237496	1091451	23199350663	23.2	509	59803	21255	18128	20177	23639	18562	21038	24891	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210625_184443.hifi_reads.bam	HG01496	SRR18189641	SRP305758	SAMN26237497	1685752	37026751079	37.03	86	61342	21964	17892	20566	24954	18529	22182	26634	HG01496_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210627_054642.hifi_reads.bam	HG01496	SRR18189641	SRP305758	SAMN26237497	1415116	31563425462	31.56	90	62635	22304	18096	21059	25411	18805	22663	27075	HG01496_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210628_151651.hifi_reads.bam	HG01496	SRR18189641	SRP305758	SAMN26237497	1568136	34860559463	34.86	86	64392	22230	18058	20958	25307	18754	22563	26973	HG01496_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210713_205453.hifi_reads.bam	HG01884	SRR18158605	SRP305758	SAMN26267393	1761109	31572145410	31.57	630	53165	17927	15277	17186	19909	15711	17901	20896	HG01884.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210716_214728.hifi_reads.bam	HG01884	SRR18158605	SRP305758	SAMN26267393	1875249	34105927543	34.11	86	59768	18187	15416	17441	20292	15891	18214	21321	HG01884.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210718_084331.hifi_reads.bam	HG01884	SRR18158605	SRP305758	SAMN26267393	2141718	39074294250	39.07	681	55519	18244	15452	17497	20372	15933	18283	21409	HG01884.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200124_193652.ccs.bam	HG01891	SRR13684280	SRP305758	SAMN17861236	1596347	27122049640	27.12	47	43693	16990	15765	16844	18071	15912	17016	18263	HG01891.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200127_180554.ccs.bam	HG01891	SRR13684280	SRP305758	SAMN17861236	1755465	29883779569	29.88	46	42906	17023	15793	16880	18110	15942	17054	18300	HG01891.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200129_001928.ccs.bam	HG01891	SRR13684280	SRP305758	SAMN17861236	1779732	30200500419	30.2	45	46123	16969	15741	16819	18050	15889	16994	18242	HG01891.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01891/raw_data/PacBio_HiFi/m54329U_200130_064539.ccs.bam	HG01891	SRR13684280	SRP305758	SAMN17861236	1636421	27919782706	27.92	46	44817	17061	15828	16917	18153	15977	17094	18346	HG01891.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fraction 2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200612_200936.ccs.bam	HG01928	SRR13684376	SRP305758	SAMN17861660	1206871	28477418837	28.48	49	50112	23596	20871	23063	25835	21333	23667	26624	HG01928_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200614_191756.ccs.bam	HG01928	SRR13684376	SRP305758	SAMN17861660	1174204	27531809459	27.53	46	50091	23447	20789	22941	25631	21236	23521	26383	HG01928_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200616_013031.ccs.bam	HG01928	SRR13684376	SRP305758	SAMN17861660	1073649	25229115676	25.23	46	50104	23498	20804	22976	25728	21262	23565	26503	HG01928_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01928/raw_data/PacBio_HiFi/m64043_200617_075530.ccs.bam	HG01928	SRR13684376	SRP305758	SAMN17861660	1171348	27663641221	27.66	48	49952	23616	20897	23083	25852	21357	23677	26630	HG01928_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210723_184622.hifi_reads.bam	HG01934	SRR18189640	SRP305758	SAMN26237498	1154412	23540899362	23.54	87	55658	20392	17294	18988	22829	17643	19834	24088	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter
s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210725_054129.hifi_reads.bam	HG01934	SRR18189640	SRP305758	SAMN26237498	1305820	26910655595	26.91	113	56329	20608	17361	19176	23178	17745	20203	24446	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter
s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210726_163800.hifi_reads.bam	HG01934	SRR18189640	SRP305758	SAMN26237498	1061051	21882737224	21.88	182	56046	20623	17375	19204	23200	17759	20243	24461	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter
s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m64136_210728_163638.hifi_reads.bam	HG01934	SRR18189640	SRP305758	SAMN26237498	1319382	27145864716	27.15	98	56522	20574	17350	19145	23129	17728	20148	24392	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter
s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210716_230222.hifi_reads.bam	HG01943	SRR18189663	SRP305758	SAMN26237499	1820921	34264397581	34.26	86	55403	18817	17322	18526	20011	17495	18754	20298	HG01943_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210718_100009.hifi_reads.bam	HG01943	SRR18189663	SRP305758	SAMN26237499	1637478	30875828356	30.88	88	58783	18855	17340	18558	20050	17516	18789	20344	HG01943_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210719_210019.hifi_reads.bam	HG01943	SRR18189663	SRP305758	SAMN26237499	1766146	33311278939	33.31	68	47136	18860	17347	18560	20056	17522	18792	20349	HG01943_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200612_201033.ccs.bam	HG01952	SRR13684375	SRP305758	SAMN17861661	1489115	31770292477	31.77	46	49213	21335	18527	20423	23484	18884	21101	24511	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200614_192134.ccs.bam	HG01952	SRR13684375	SRP305758	SAMN17861661	1532352	32648526346	32.65	46	50198	21306	18517	20403	23450	18871	21071	24461	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200616_013426.ccs.bam	HG01952	SRR13684375	SRP305758	SAMN17861661	1524936	32546332886	32.55	46	50070	21342	18527	20425	23508	18887	21106	24549	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01952/raw_data/PacBio_HiFi/m64136_200617_080019.ccs.bam	HG01952	SRR13684375	SRP305758	SAMN17861661	1444654	30885763106	30.89	48	49913	21379	18542	20462	23575	18907	21158	24613	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211113_003158-bc1003.5mc.hifi_reads.bam	HG01975	SRR23732277	SRP305758	SAMN33621947	1897742	37414972875	37.41	230	58778	19715	17636	18916	20851	17823	19259	21526	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211114_112934-bc1003.5mc.hifi_reads.bam	HG01975	SRR23732277	SRP305758	SAMN33621947	1841180	36273475358	36.27	142	61049	19701	17627	18908	20835	17814	19250	21498	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211115_222749-bc1003.5mc.hifi_reads.bam	HG01975	SRR23732277	SRP305758	SAMN33621947	1481915	29243979674	29.24	818	60746	19733	17640	18930	20876	17828	19276	21558	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211222_184851-bc1003.5mc.hifi_reads.bam	HG01975	SRR23732277	SRP305758	SAMN33621947	295158	5813671901	5.81	811	67517	19696	17631	18899	20818	17814	19237	21478	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200530_164818.ccs.bam	HG01978	SRR13684372	SRP305758	SAMN17861662	1066105	27708518732	27.71	45	50175	25990	22726	25247	28603	23294	26026	29681	HG01978_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200602_153012.ccs.bam	HG01978	SRR13684372	SRP305758	SAMN17861662	1086428	28572278581	28.57	46	50181	26299	22977	25560	29003	23557	26366	30083	HG01978_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200603_214308.ccs.bam	HG01978	SRR13684372	SRP305758	SAMN17861662	1190563	31151393453	31.15	46	50353	26165	22850	25418	28828	23425	26214	29904	HG01978_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
